ID,category,page,word,variant,cohort,gender,location,location_code,uid,audio,Maincategory,Subcategory,Pagetitle,Pagenumber
1842,10,218,Tanne (Geminate),nn,alt,M,Sumiswald BE,BE22,EYLY,218_Tanne_(Geminate)_nn_alt_M_Sumiswald_BE22_EYLY,Lautung,Konsonanten,Tanne (Geminate),218
1843,5,84,Heidelbeere,Blaubeeri,alt,M,Igis GR,GR04,MPDX,084_Heidelbeere_Blaubeeri_alt_M_Igis_GR04_MPDX,Wortschatz,Essen und Trinken,Heidelbeere,84
1844,23,362,Vergleichstext,Lesesprache,jung,W,Interlaken Unterseen BE,BE24,LOFY,362_Vergleichstext_Lesesprache_jung_W_Interlaken_Unterseen_BE24_LOFY,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
1845,9,190,Frauen,au,alt,M,Schmitten GR,GR07,JRME,190_Frauen_au_alt_M_Schmitten_GR07_JRME,Lautung,Vokale,Frauen,190
1846,7,140,Schlittschuh laufen,Schlittschue faare±,jung,W,Liestal BL,BL04,YECE,140_Schlittschuh_laufen_Schlittschue_faare-_jung_W_Liestal_BL04_YECE,Wortschatz,Gesellschaft,Schlittschuh laufen,140
1847,23,362,Vergleichstext,Lesesprache,alt,M,Lauterbrunnen BE,BE16,HZVF,362_Vergleichstext_Lesesprache_alt_M_Lauterbrunnen_BE16_HZVF,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
1848,5,100,Bonbon,Zuckerli,alt,M,St. Niklaus VS,VS08,BRXK,100_Bonbon_Zuckerli_alt_M_St._Niklaus_VS08_BRXK,Wortschatz,Essen und Trinken,Bonbon,100
1849,2,42,herauf,ueche,alt,W,Konolfingen BE,BE13,CMSY,042_herauf_ueche_alt_W_Konolfingen_BE13_CMSY,Wortschatz,Häufige Wörter,herauf,42
1850,5,92,Rösti,gchochet H.,alt,W,Bosco Gurin TI,TI01,VGXK,092_Rösti_gchochet_H._alt_W_Bosco_Gurin_TI01_VGXK,Wortschatz,Essen und Trinken,Rösti,92
1851,9,190,Frauen,ou-palatalisiert,jung,W,Reckingen VS,VS04,GIWV,190_Frauen_ou-palatalisiert_jung_W_Reckingen_VS04_GIWV,Lautung,Vokale,Frauen,190
1852,16,302,meine Cousine,mii,alt,M,Lauterbrunnen BE,BE16,KDEU,302_meine_Cousine_mii_alt_M_Lauterbrunnen_BE16_KDEU,Grammatik,Pronomen,meine Cousine,302
1853,16,300,dich-dir,dir,jung,W,Düdingen FR,FR01,BFKG,300_dich-dir_dir_jung_W_Düdingen_FR01_BFKG,Grammatik,Pronomen,dich-dir,300
1854,7,142,Kondukteur,Kondi,alt,M,Konolfingen BE,BE13,XOIQ,142_Kondukteur_Kondi_alt_M_Konolfingen_BE13_XOIQ,Wortschatz,Gesellschaft,Kondukteur,142
1855,9,202,Apfel,Epfel,alt,M,Grindelwald BE,BE10,RVPF,202_Apfel_Epfel_alt_M_Grindelwald_BE10_RVPF,Lautung,Vokale,Apfel,202
1856,7,132,kneifen,chlimse,alt,M,Altdorf UR,UR01,KEDM,132_kneifen_chlimse_alt_M_Altdorf_UR01_KEDM,Wortschatz,Gesellschaft,kneifen,132
1857,6,114,Schluckauf,Higgi Higger±,jung,M,Ernen VS,VS02,SBMK,114_Schluckauf_Higgi_Higger-_jung_M_Ernen_VS02_SBMK,Wortschatz,Mensch,Schluckauf,114
1858,6,120,Baby,Pupp(el)i±,jung,M,Chur + Masans GR,GR01,IPMA,120_Baby_Pupp(el)i-_jung_M_Chur___Masans_GR01_IPMA,Wortschatz,Mensch,Baby,120
1859,5,90,Kartoffel,Häbel,jung,M,Spiez Faulensee BE,BE08,JAGZ,090_Kartoffel_Häbel_jung_M_Spiez_Faulensee_BE08_JAGZ,Wortschatz,Essen und Trinken,Kartoffel,90
1860,18,324,(der) Patrick,der Patrick,alt,M,Zürich ZH,ZH07,KPFH,324_(der)_Patrick_der_Patrick_alt_M_Zürich_ZH07_KPFH,Grammatik,Satzbau,(der) Patrick,324
1861,23,362,Vergleichstext,Lesesprache,alt,W,Ermatingen TG,TG02,AHQM,362_Vergleichstext_Lesesprache_alt_W_Ermatingen_TG02_AHQM,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
1862,4,72,schaukeln,reizle,alt,W,Saanen-Gstaad BE,BE20,JNDD,072_schaukeln_reizle_alt_W_Saanen-Gstaad_BE20_JNDD,Wortschatz,Haus und Garten,schaukeln,72
1863,5,96,Brotanschnitt,Aahöiel(i)±,jung,W,Grindelwald BE,BE10,SDYX,096_Brotanschnitt_Aahöiel(i)-_jung_W_Grindelwald_BE10_SDYX,Wortschatz,Essen und Trinken,Brotanschnitt,96
1864,13,270,bekommen,i(ch) berchume,jung,M,Reckingen VS,VS04,KDRC,270_bekommen_i(ch)_berchume_jung_M_Reckingen_VS04_KDRC,Grammatik,Verb,bekommen,270
1865,3,54,Biene,Imbi±,alt,W,Reigoldswil BL,BL05,FOPS,054_Biene_Imbi-_alt_W_Reigoldswil_BL05_FOPS,Wortschatz,Tier,Biene,54
1866,6,118,urinieren,bisle,jung,W,Sumiswald BE,BE22,BLZL,118_urinieren_bisle_jung_W_Sumiswald_BE22_BLZL,Wortschatz,Mensch,urinieren,118
1867,20,340,Grussformeln (mittags),Hoi,alt,M,Amriswil TG,TG01,ULLP,340_Grussformeln_(mittags)_Hoi_alt_M_Amriswil_TG01_ULLP,Sprache im Alltag,Grussformeln,Grussformeln (mittags),340
1868,4,60,Löwenzahn,Lööwezaan±,alt,W,Amriswil TG,TG01,QKPX,060_Löwenzahn_Lööwezaan-_alt_W_Amriswil_TG01_QKPX,Wortschatz,Haus und Garten,Löwenzahn,60
1869,2,42,hinauf,uehi,jung,W,Saanen-Gstaad BE,BE20,BDNI,042_hinauf_uehi_jung_W_Saanen-Gstaad_BE20_BDNI,Wortschatz,Häufige Wörter,hinauf,42
1870,4,70,Zaun,Zuin,jung,M,Blatten VS,VS01,STGG,070_Zaun_Zuin_jung_M_Blatten_VS01_STGG,Wortschatz,Haus und Garten,Zaun,70
1871,4,66,Pfütze,Bütze,alt,W,Glarus GL,GL02,BDOI,066_Pfütze_Bütze_alt_W_Glarus_GL02_BDOI,Wortschatz,Haus und Garten,Pfütze,66
1872,13,264,sein (Plural),si(n) sit si(n),alt,W,Burgdorf BE,BE07,FTDY,264_sein_(Plural)_si(n)_sit_si(n)_alt_W_Burgdorf_BE07_FTDY,Grammatik,Verb,sein (Plural),264
1873,4,76,Schublade,Trucke,alt,W,Blatten VS,VS01,IDFP,076_Schublade_Trucke_alt_W_Blatten_VS01_IDFP,Wortschatz,Haus und Garten,Schublade,76
1874,17,316,Hochzeit,das,jung,W,Unterschächen UR,UR03,FIBD,316_Hochzeit_das_jung_W_Unterschächen_UR03_FIBD,Grammatik,Genus,Hochzeit,316
1875,9,172,Brot,òò,jung,W,Sumiswald BE,BE22,BLZL,172_Brot_òò_jung_W_Sumiswald_BE22_BLZL,Lautung,Vokale,Brot,172
1876,9,178,schneien,ei,jung,W,Marbach LU,LU03,AISI,178_schneien_ei_jung_W_Marbach_LU03_AISI,Lautung,Vokale,schneien,178
1877,7,124,Glasmurmeln,Chlückerli±,alt,W,Appenzell AI,AI01,SSZQ,124_Glasmurmeln_Chlückerli-_alt_W_Appenzell_AI01_SSZQ,Wortschatz,Gesellschaft,Glasmurmeln,124
1878,9,180,bauen,öi,jung,M,Engelberg OW,OW01,VRKE,180_bauen_öi_jung_M_Engelberg_OW01_VRKE,Lautung,Vokale,bauen,180
1879,2,42,hinauf,u(u)fa,jung,W,Avers GR,GR11,HLZY,042_hinauf_u(u)fa_jung_W_Avers_GR11_HLZY,Wortschatz,Häufige Wörter,hinauf,42
1880,16,302,meine Cousine,mi,jung,M,Muotathal SZ,SZ03,FJJI,302_meine_Cousine_mi_jung_M_Muotathal_SZ03_FJJI,Grammatik,Pronomen,meine Cousine,302
1881,4,76,Schublade,Zü(ü)che,alt,M,Davos-Frauenkirch GR,GR03,MGNO,076_Schublade_Zü(ü)che_alt_M_Davos-Frauenkirch_GR03_MGNO,Wortschatz,Haus und Garten,Schublade,76
1882,4,76,Schublade,Tricka,jung,W,Saas-Grund VS,VS05,ODPT,076_Schublade_Tricka_jung_W_Saas-Grund_VS05_ODPT,Wortschatz,Haus und Garten,Schublade,76
1883,4,70,Zaun,Züü,jung,M,Visp VS,VS10,NMZI,070_Zaun_Züü_jung_M_Visp_VS10_NMZI,Wortschatz,Haus und Garten,Zaun,70
1884,23,362,Vergleichstext,Lesesprache,alt,W,Engelberg OW,OW01,AGAO,362_Vergleichstext_Lesesprache_alt_W_Engelberg_OW01_AGAO,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
1885,5,96,Brotanschnitt,Zipfel(i),alt,W,Zürich ZH,ZH07,JEAO,096_Brotanschnitt_Zipfel(i)_alt_W_Zürich_ZH07_JEAO,Wortschatz,Essen und Trinken,Brotanschnitt,96
1886,20,346,Grussformeln beim Wandern,Hoi,alt,W,Oberriet SG,SG07,IBYY,346_Grussformeln_beim_Wandern_Hoi_alt_W_Oberriet_SG07_IBYY,Sprache im Alltag,Grussformeln,Grussformeln beim Wandern,346
1887,5,82,Überrest eines Apfels,Bitschgi,alt,M,Schmitten GR,GR07,WNIY,082_Überrest_eines_Apfels_Bitschgi_alt_M_Schmitten_GR07_WNIY,Wortschatz,Essen und Trinken,Überrest eines Apfels,82
1888,9,146,Achse,á,alt,W,Wil SG,SG12,YMTU,146_Achse_á_alt_W_Wil_SG12_YMTU,Lautung,Vokale,Achse,146
1889,9,202,Apfel,Epfel,jung,W,Grindelwald BE,BE10,SDYX,202_Apfel_Epfel_jung_W_Grindelwald_BE10_SDYX,Lautung,Vokale,Apfel,202
1890,4,72,schaukeln,reit(l)e,alt,W,Zweisimmen BE,BE25,JEAL,072_schaukeln_reit(l)e_alt_W_Zweisimmen_BE25_JEAL,Wortschatz,Haus und Garten,schaukeln,72
1891,5,88,Zwiebel,Zwi(i)b(e)le,alt,W,Engelberg OW,OW01,THZB,088_Zwiebel_Zwi(i)b(e)le_alt_W_Engelberg_OW01_THZB,Wortschatz,Essen und Trinken,Zwiebel,88
1892,5,94,Käsekruste,Religieuse,alt,W,Freiburg FR,FR02,QSIC,094_Käsekruste_Religieuse_alt_W_Freiburg_FR02_QSIC,Wortschatz,Essen und Trinken,Käsekruste,94
1893,9,196,Bruder,üe-palatalisiert,jung,M,St. Niklaus VS,VS08,HHHE,196_Bruder_üe-palatalisiert_jung_M_St._Niklaus_VS08_HHHE,Lautung,Vokale,Bruder,196
1894,23,362,Vergleichstext,Lesesprache,jung,W,Vals GR,GR09,KFYD,362_Vergleichstext_Lesesprache_jung_W_Vals_GR09_KFYD,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
1895,7,136,plaudern,dorfe,jung,M,Meiringen BE,BE17,NJTA,136_plaudern_dorfe_jung_M_Meiringen_BE17_NJTA,Wortschatz,Gesellschaft,plaudern,136
1896,3,52,Eidechse,Echsli Echse,jung,M,Mammern TG,TG05,LWCO,052_Eidechse_Echsli_Echse_jung_M_Mammern_TG05_LWCO,Wortschatz,Tier,Eidechse,52
1897,7,136,plaudern,hängere,alt,M,Davos-Frauenkirch GR,GR03,MGNO,136_plaudern_hängere_alt_M_Davos-Frauenkirch_GR03_MGNO,Wortschatz,Gesellschaft,plaudern,136
1898,4,70,Zaun,Zui,jung,W,Simplon-Dorf VS,VS07,CLBF,070_Zaun_Zui_jung_W_Simplon-Dorf_VS07_CLBF,Wortschatz,Haus und Garten,Zaun,70
1899,5,84,Heidelbeere,Hǜǜti,jung,W,Düdingen FR,FR01,BFKG,084_Heidelbeere_Hǜǜti_jung_W_Düdingen_FR01_BFKG,Wortschatz,Essen und Trinken,Heidelbeere,84
1900,4,76,Schublade,Schöübe,jung,W,Vals GR,GR09,KFYD,076_Schublade_Schöübe_jung_W_Vals_GR09_KFYD,Wortschatz,Haus und Garten,Schublade,76
1901,5,96,Brotanschnitt,Mürgg(el)i,alt,M,Plaffeien FR,FR06,CCJW,096_Brotanschnitt_Mürgg(el)i_alt_M_Plaffeien_FR06_CCJW,Wortschatz,Essen und Trinken,Brotanschnitt,96
1902,4,80,Kochschürze,Schürze,alt,M,Brugg AG,AG03,RGSE,080_Kochschürze_Schürze_alt_M_Brugg_AG03_RGSE,Wortschatz,Haus und Garten,Kochschürze,80
1903,6,116,Schnupfen,Schnupfe,alt,M,Bremgarten + Widen + Zufikon AG,AG02,XIOT,116_Schnupfen_Schnupfe_alt_M_Bremgarten___Widen___Zufikon_AG02_XIOT,Wortschatz,Mensch,Schnupfen,116
1904,4,70,Zaun,Haag,jung,W,Gränichen AG,AG05,GFPM,070_Zaun_Haag_jung_W_Gränichen_AG05_GFPM,Wortschatz,Haus und Garten,Zaun,70
1905,5,102,Schokolade,die Schoggola,jung,M,Reckingen VS,VS04,KDRC,102_Schokolade_die_Schoggola_jung_M_Reckingen_VS04_KDRC,Wortschatz,Essen und Trinken,Schokolade,102
1906,20,342,Grussformeln (nachmittags),Hallo,alt,M,Igis GR,GR04,FSUY,342_Grussformeln_(nachmittags)_Hallo_alt_M_Igis_GR04_FSUY,Sprache im Alltag,Grussformeln,Grussformeln (nachmittags),342
1907,16,298,ich,iech bi(n),jung,W,Jaun FR,FR04,RHYD,298_ich_iech_bi(n)_jung_W_Jaun_FR04_RHYD,Grammatik,Pronomen,ich,298
1908,13,260,kommen (Plural),#NAME?,alt,M,Konolfingen BE,BE13,XNEG,260_kommen_(Plural)_-e_-et_-e_alt_M_Konolfingen_BE13_XNEG,Grammatik,Verb,kommen (Plural),260
1909,6,106,Wange,Wange±,alt,W,Meiringen BE,BE17,SHOU,106_Wange_Wange-_alt_W_Meiringen_BE17_SHOU,Wortschatz,Mensch,Wange,106
1910,3,52,Eidechse,Lantiechli,alt,M,Obersaxen GR,GR05,IZSQ,052_Eidechse_Lantiechli_alt_M_Obersaxen_GR05_IZSQ,Wortschatz,Tier,Eidechse,52
1911,23,362,Vergleichstext,Lesesprache,alt,W,Würenlingen AG,AG10,RXSC,362_Vergleichstext_Lesesprache_alt_W_Würenlingen_AG10_RXSC,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
1912,23,362,Vergleichstext,Lesesprache,alt,M,Appenzell AI,AI01,VJUZ,362_Vergleichstext_Lesesprache_alt_M_Appenzell_AI01_VJUZ,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
1913,7,142,Kondukteur,Billeteur,alt,M,Aesch BL,BL01,CCBS,142_Kondukteur_Billeteur_alt_M_Aesch_BL01_CCBS,Wortschatz,Gesellschaft,Kondukteur,142
1914,7,140,Schlittschuh laufen,schlööfle,jung,W,Langnau BE,BE15,LEGF,140_Schlittschuh_laufen_schlööfle_jung_W_Langnau_BE15_LEGF,Wortschatz,Gesellschaft,Schlittschuh laufen,140
1915,6,116,Schnupfen,Schnupfe,jung,W,Frick AG,AG04,VOZO,116_Schnupfen_Schnupfe_jung_W_Frick_AG04_VOZO,Wortschatz,Mensch,Schnupfen,116
1916,2,26,schau,lueg,alt,W,Winterthur ZH,ZH06,UMFL,026_schau_lueg_alt_W_Winterthur_ZH06_UMFL,Wortschatz,Häufige Wörter,schau,26
1917,4,62,begiessen,bschitte,alt,W,St. Niklaus VS,VS08,CGIB,062_begiessen_bschitte_alt_W_St._Niklaus_VS08_CGIB,Wortschatz,Haus und Garten,begiessen,62
1918,9,154,Schlitten,ì–e,jung,M,Zweisimmen BE,BE25,XDYX,154_Schlitten_ì–e_jung_M_Zweisimmen_BE25_XDYX,Lautung,Vokale,Schlitten,154
1919,4,64,Giesskanne,Giesschanne,jung,W,Meiringen BE,BE17,FQWL,064_Giesskanne_Giesschanne_jung_W_Meiringen_BE17_FQWL,Wortschatz,Haus und Garten,Giesskanne,64
1920,17,304,"zwei Männer, Frauen, Kinder",zwee zwee zwei±,jung,M,Unterschächen UR,UR03,QRRJ,"304_zwei_Männer,_Frauen,_Kinder_zwee_zwee_zwei-_jung_M_Unterschächen_UR03_QRRJ",Grammatik,Genus,"zwei Männer, Frauen, Kinder",304
1921,7,134,flüstern,brischmu,alt,W,Turtmann VS,VS09,SION,134_flüstern_brischmu_alt_W_Turtmann_VS09_SION,Wortschatz,Gesellschaft,flüstern,134
1922,13,270,bekommen,i(ch) chum(e) ... über,alt,W,Zürich ZH,ZH07,UNOI,270_bekommen_i(ch)_chum(e)_..._über_alt_W_Zürich_ZH07_UNOI,Grammatik,Verb,bekommen,270
1923,17,306,"drei Männer, Frauen, Kinder",drei drei drüü,alt,M,Blumenstein BE,BE05,VOVJ,"306_drei_Männer,_Frauen,_Kinder_drei_drei_drüü_alt_M_Blumenstein_BE05_VOVJ",Grammatik,Genus,"drei Männer, Frauen, Kinder",306
1924,20,344,Grussformeln (abends),Gueten Oòbet±,alt,W,Ermatingen TG,TG02,AHQM,344_Grussformeln_(abends)_Gueten_Oòbet-_alt_W_Ermatingen_TG02_AHQM,Sprache im Alltag,Grussformeln,Grussformeln (abends),344
1925,23,362,Vergleichstext,Lesesprache,alt,W,Fischingen TG,TG03,FPFX,362_Vergleichstext_Lesesprache_alt_W_Fischingen_TG03_FPFX,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
1926,6,120,Baby,Bebee(li),alt,W,Burgdorf BE,BE07,MIDF,120_Baby_Bebee(li)_alt_W_Burgdorf_BE07_MIDF,Wortschatz,Mensch,Baby,120
1927,5,86,Rande,root(i) Rande,alt,W,Hospental UR,UR02,DNVV,086_Rande_root(i)_Rande_alt_W_Hospental_UR02_DNVV,Wortschatz,Essen und Trinken,Rande,86
1928,6,112,Dutt,Ribel(i),alt,M,Bülach ZH,ZH02,AWQT,112_Dutt_Ribel(i)_alt_M_Bülach_ZH02_AWQT,Wortschatz,Mensch,Dutt,112
1929,17,306,"drei Männer, Frauen, Kinder",drii drii drii,jung,W,Blatten VS,VS01,YGDB,"306_drei_Männer,_Frauen,_Kinder_drii_drii_drii_jung_W_Blatten_VS01_YGDB",Grammatik,Genus,"drei Männer, Frauen, Kinder",306
1930,7,124,Glasmurmeln,Spickchugeli,alt,W,Oberägeri ZG,ZG01,GAZV,124_Glasmurmeln_Spickchugeli_alt_W_Oberägeri_ZG01_GAZV,Wortschatz,Gesellschaft,Glasmurmeln,124
1931,9,174,Maus,üü,jung,W,St. Niklaus VS,VS08,EUGJ,174_Maus_üü_jung_W_St._Niklaus_VS08_EUGJ,Lautung,Vokale,Maus,174
1932,14,274,Tanne Plural,Tannä Tannä,jung,M,Altdorf UR,UR01,AIKP,274_Tanne_Plural_Tannä_Tannä_jung_M_Altdorf_UR01_AIKP,Grammatik,Substantiv,Tanne Plural,274
1933,5,94,Käsekruste,Chratzete,alt,W,Appenzell AI,AI01,XVBP,094_Käsekruste_Chratzete_alt_W_Appenzell_AI01_XVBP,Wortschatz,Essen und Trinken,Käsekruste,94
1934,6,116,Schnupfen,Rüüm(m)e,jung,W,Biel BE,BE04,MSCO,116_Schnupfen_Rüüm(m)e_jung_W_Biel_BE04_MSCO,Wortschatz,Mensch,Schnupfen,116
1935,9,176,Mäuse,üü,alt,M,Burgdorf BE,BE07,SXMH,176_Mäuse_üü_alt_M_Burgdorf_BE07_SXMH,Lautung,Vokale,Mäuse,176
1936,14,288,Spitznamen,der Lulli,jung,M,Obersaxen GR,GR05,BYRJ,288_Spitznamen_der_Lulli_jung_M_Obersaxen_GR05_BYRJ,Grammatik,Substantiv,Spitznamen,288
1937,13,270,bekommen,i krieg(e),alt,M,Chur + Masans GR,GR01,RLZK,270_bekommen_i_krieg(e)_alt_M_Chur___Masans_GR01_RLZK,Grammatik,Verb,bekommen,270
1938,5,88,Zwiebel,Bülle,jung,W,Diepoldsau SG,SG01,SRJK,088_Zwiebel_Bülle_jung_W_Diepoldsau_SG01_SRJK,Wortschatz,Essen und Trinken,Zwiebel,88
1939,20,346,Grussformeln beim Wandern,Griesse,alt,W,Blatten VS,VS01,YELS,346_Grussformeln_beim_Wandern_Griesse_alt_W_Blatten_VS01_YELS,Sprache im Alltag,Grussformeln,Grussformeln beim Wandern,346
1940,14,284,Hündchen,Hündi,jung,M,Adelboden BE,BE02,FBWY,284_Hündchen_Hündi_jung_M_Adelboden_BE02_FBWY,Grammatik,Substantiv,Hündchen,284
1941,5,94,Käsekruste,Ruume±,alt,M,Aarberg BE,BE01,IOCC,094_Käsekruste_Ruume-_alt_M_Aarberg_BE01_IOCC,Wortschatz,Essen und Trinken,Käsekruste,94
1942,6,116,Schnupfen,Pfnüderi,jung,M,Schänis SG,SG09,KHPQ,116_Schnupfen_Pfnüderi_jung_M_Schänis_SG09_KHPQ,Wortschatz,Mensch,Schnupfen,116
1943,13,268,gebracht,praacht,alt,W,Grindelwald BE,BE10,ZFMD,268_gebracht_praacht_alt_W_Grindelwald_BE10_ZFMD,Grammatik,Verb,gebracht,268
1944,5,82,Überrest eines Apfels,Buschi,jung,M,Ernen VS,VS02,SBMK,082_Überrest_eines_Apfels_Buschi_jung_M_Ernen_VS02_SBMK,Wortschatz,Essen und Trinken,Überrest eines Apfels,82
1945,6,106,Wange,Backe,alt,W,Münchenbuchsee BE,BE18,CYKL,106_Wange_Backe_alt_W_Münchenbuchsee_BE18_CYKL,Wortschatz,Mensch,Wange,106
1946,9,158,Küche,ù,alt,M,Mels SG,SG06,EJOM,158_Küche_ù_alt_M_Mels_SG06_EJOM,Lautung,Vokale,Küche,158
1947,9,182,neu,ui,alt,W,Engelberg OW,OW01,JPQE,182_neu_ui_alt_W_Engelberg_OW01_JPQE,Lautung,Vokale,neu,182
1948,10,228,gern,rn,alt,M,Langenthal BE,BE14,HUBI,228_gern_rn_alt_M_Langenthal_BE14_HUBI,Lautung,Konsonanten,gern,228
1949,10,226,sechs,chs,alt,M,Bülach ZH,ZH02,AWQT,226_sechs_chs_alt_M_Bülach_ZH02_AWQT,Lautung,Konsonanten,sechs,226
1950,23,362,Vergleichstext,Lesesprache,alt,W,Wollerau + Freienbach SZ,SZ05,RHWR,362_Vergleichstext_Lesesprache_alt_W_Wollerau___Freienbach_SZ05_RHWR,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
1951,6,108,Sommersprossen,Merzeschiss,alt,M,Mels SG,SG06,EJOM,108_Sommersprossen_Merzeschiss_alt_M_Mels_SG06_EJOM,Wortschatz,Mensch,Sommersprossen,108
1952,9,180,bauen,öi,alt,M,Engelberg OW,OW01,VIVS,180_bauen_öi_alt_M_Engelberg_OW01_VIVS,Lautung,Vokale,bauen,180
1953,9,182,neu,iib,alt,M,Hospental UR,UR02,RLFX,182_neu_iib_alt_M_Hospental_UR02_RLFX,Lautung,Vokale,neu,182
1954,5,86,Rande,Raane,alt,W,Reigoldswil BL,BL05,FOPS,086_Rande_Raane_alt_W_Reigoldswil_BL05_FOPS,Wortschatz,Essen und Trinken,Rande,86
1955,7,128,Kuss,Müntschi,jung,M,Münchenbuchsee BE,BE18,SQAT,128_Kuss_Müntschi_jung_M_Münchenbuchsee_BE18_SQAT,Wortschatz,Gesellschaft,Kuss,128
1956,2,32,etwas,ötschis,alt,M,Grabs SG,SG05,FSTE,032_etwas_ötschis_alt_M_Grabs_SG05_FSTE,Wortschatz,Häufige Wörter,etwas,32
1957,9,194,vier,iè,jung,M,Brig + Ried VS,VS03,TFRP,194_vier_iè_jung_M_Brig___Ried_VS03_TFRP,Lautung,Vokale,vier,194
1958,2,42,herauf,uffe,alt,W,Basel BS,BS01,MOHG,042_herauf_uffe_alt_W_Basel_BS01_MOHG,Wortschatz,Häufige Wörter,herauf,42
1959,6,110,Quetschfleck,Blöiel,jung,W,Lauterbrunnen BE,BE16,OWIM,110_Quetschfleck_Blöiel_jung_W_Lauterbrunnen_BE16_OWIM,Wortschatz,Mensch,Quetschfleck,110
1960,9,154,Schlitten,ea,jung,W,Oberriet SG,SG07,EXRW,154_Schlitten_ea_jung_W_Oberriet_SG07_EXRW,Lautung,Vokale,Schlitten,154
1961,10,225,Strääl,Strääu,jung,W,Münchenbuchsee BE,BE18,CCWJ,225_Strääl_Strääu_jung_W_Münchenbuchsee_BE18_CCWJ,Lautung,Konsonanten,Strääl,225
1961,10,225,Strääl,Strääu,jung,W,Münchenbuchsee BE,BE18,CCWJ,225_Strääl_Strääu_jung_W_Münchenbuchsee_BE18_CCWJ,Lautung,Konsonanten,Strääl,225
1962,5,90,Kartoffel,Hördöpfel,alt,W,Merenschwand AG,AG07,JSHF,090_Kartoffel_Hördöpfel_alt_W_Merenschwand_AG07_JSHF,Wortschatz,Essen und Trinken,Kartoffel,90
1963,5,102,Schokolade,die Schoggolade±,alt,W,Unterschächen UR,UR03,ZPGU,102_Schokolade_die_Schoggolade-_alt_W_Unterschächen_UR03_ZPGU,Wortschatz,Essen und Trinken,Schokolade,102
1964,18,334,Es kommt regnen,es chunt ga rägne,alt,M,Saas-Grund VS,VS05,AMHY,334_Es_kommt_regnen_es_chunt_ga_rägne_alt_M_Saas-Grund_VS05_AMHY,Grammatik,Satzbau,Es kommt regnen,334
1965,4,72,schaukeln,lette,jung,W,Bosco Gurin TI,TI01,UPAW,072_schaukeln_lette_jung_W_Bosco_Gurin_TI01_UPAW,Wortschatz,Haus und Garten,schaukeln,72
1966,3,56,Heuschrecke,Heustraffel±,jung,M,Avers GR,GR11,GKPC,056_Heuschrecke_Heustraffel-_jung_M_Avers_GR11_GKPC,Wortschatz,Tier,Heuschrecke,56
1967,10,228,gern,r,jung,W,Düdingen FR,FR01,VHUA,228_gern_r_jung_W_Düdingen_FR01_VHUA,Lautung,Konsonanten,gern,228
1968,7,140,Schlittschuh laufen,zibis(l)e±,alt,M,Düdingen FR,FR01,DUGA,140_Schlittschuh_laufen_zibis(l)e-_alt_M_Düdingen_FR01_DUGA,Wortschatz,Gesellschaft,Schlittschuh laufen,140
1969,10,228,gern,ru,alt,M,Saas-Grund VS,VS05,UCAX,228_gern_ru_alt_M_Saas-Grund_VS05_UCAX,Lautung,Konsonanten,gern,228
1970,23,362,Vergleichstext,Lesesprache,alt,M,Düdingen FR,FR01,DUGA,362_Vergleichstext_Lesesprache_alt_M_Düdingen_FR01_DUGA,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
1971,4,78,Sofa,Ggusch,alt,M,Liestal BL,BL04,ZFWF,078_Sofa_Ggusch_alt_M_Liestal_BL04_ZFWF,Wortschatz,Haus und Garten,Sofa,78
1972,20,340,Grussformeln (mittags),Grüessech,jung,W,Thun BE,BE23,EVCN,340_Grussformeln_(mittags)_Grüessech_jung_W_Thun_BE23_EVCN,Sprache im Alltag,Grussformeln,Grussformeln (mittags),340
1973,2,42,hinauf,e(m)brü(ü)f±,alt,M,Saas-Grund VS,VS05,AMHY,042_hinauf_e(m)brü(ü)f-_alt_M_Saas-Grund_VS05_AMHY,Wortschatz,Häufige Wörter,hinauf,42
1974,4,78,Sofa,Ggusch,jung,W,St. Niklaus VS,VS08,EUGJ,078_Sofa_Ggusch_jung_W_St._Niklaus_VS08_EUGJ,Wortschatz,Haus und Garten,Sofa,78
1975,9,168,Schnee,ea,alt,W,Grabs SG,SG05,TIDA,168_Schnee_ea_alt_W_Grabs_SG05_TIDA,Lautung,Vokale,Schnee,168
1976,4,66,Pfütze,Lache,alt,M,Aesch BL,BL01,ZFDB,066_Pfütze_Lache_alt_M_Aesch_BL01_ZFDB,Wortschatz,Haus und Garten,Pfütze,66
1977,9,148,Wespe,ä,alt,M,Langenthal BE,BE14,OYYZ,148_Wespe_ä_alt_M_Langenthal_BE14_OYYZ,Lautung,Vokale,Wespe,148
